date,amount_raw,amount,currency,operation,merchant,details,bank,source_file
2025-01-23,"+ 7 000,00 KZT",7000.0,KZT,Replenishment,,С карты другого банка,Kaspi Bank,kaspi_ru_2.pdf
2025-01-23,"- 110,00 KZT",-110.0,KZT,Purchases,Avtobys. Пригород. Оплата проезда по QR,Avtobys. Пригород. Оплата проезда по QR,Kaspi Bank,kaspi_ru_2.pdf
2025-01-23,"- 110,00 KZT",-110.0,KZT,Purchases,Avtobys. Пригород. Оплата проезда по QR,Avtobys. Пригород. Оплата проезда по QR,Kaspi Bank,kaspi_ru_2.pdf
2025-01-24,"+ 5 000,00 KZT",5000.0,KZT,Replenishment,,Дінмұхаммед С.,Kaspi Bank,kaspi_ru_2.pdf
2025-01-24,"- 5 000,00 KZT",-5000.0,KZT,Transfers,,Дінмұхаммед С.,Kaspi Bank,kaspi_ru_2.pdf
2025-01-24,"+ 5 000,00 KZT",5000.0,KZT,Replenishment,,С Kaspi Депозита,Kaspi Bank,kaspi_ru_2.pdf
2025-01-24,"- 4 270,00 KZT",-4270.0,KZT,Transfers,,Жандос А.,Kaspi Bank,kaspi_ru_2.pdf
2025-01-24,"- 10 000,00 KZT",-10000.0,KZT,Transfers,,На Kaspi Депозит,Kaspi Bank,kaspi_ru_2.pdf
2025-01-24,"+ 15 000,00 KZT",15000.0,KZT,Replenishment,,С карты другого банка,Kaspi Bank,kaspi_ru_2.pdf
2025-01-24,"- 10,00 KZT",-10.0,KZT,Purchases,YANDEX.GO,YANDEX.GO,Kaspi Bank,kaspi_ru_2.pdf
2025-01-24,"- 7 300,00 KZT",-7300.0,KZT,Purchases,Кабанбай батыра 49А,Кабанбай батыра 49А,Kaspi Bank,kaspi_ru_2.pdf
2025-01-24,"- 1 020,00 KZT",-1020.0,KZT,Purchases,YANDEX.GO,YANDEX.GO,Kaspi Bank,kaspi_ru_2.pdf
2025-01-24,"+ 10 000,00 KZT",10000.0,KZT,Replenishment,,В Kaspi Терминале,Kaspi Bank,kaspi_ru_2.pdf
2025-01-25,"- 500,00 KZT",-500.0,KZT,Transfers,,Руслан А.,Kaspi Bank,kaspi_ru_2.pdf
2025-01-25,"- 500,00 KZT",-500.0,KZT,Purchases,keenfort,keenfort,Kaspi Bank,kaspi_ru_2.pdf
2025-01-25,"- 150,00 KZT",-150.0,KZT,Purchases,Аппарат самообслуживания,Аппарат самообслуживания,Kaspi Bank,kaspi_ru_2.pdf
2025-01-25,"- 110,00 KZT",-110.0,KZT,Purchases,Avtobys. Пригород. Оплата проезда по QR,Avtobys. Пригород. Оплата проезда по QR,Kaspi Bank,kaspi_ru_2.pdf
2025-01-25,"- 110,00 KZT",-110.0,KZT,Purchases,Avtobys. Пригород. Оплата проезда по QR,Avtobys. Пригород. Оплата проезда по QR,Kaspi Bank,kaspi_ru_2.pdf
2025-01-25,"+ 600,00 KZT",600.0,KZT,Replenishment,,Сабина А.,Kaspi Bank,kaspi_ru_2.pdf
2025-01-25,"+ 600,00 KZT",600.0,KZT,Replenishment,,Диас Н.,Kaspi Bank,kaspi_ru_2.pdf
2025-01-25,"- 2 530,00 KZT",-2530.0,KZT,Purchases,YANDEX.GO,YANDEX.GO,Kaspi Bank,kaspi_ru_2.pdf
2025-01-26,"- 2 440,00 KZT",-2440.0,KZT,Purchases,YANDEX.GO,YANDEX.GO,Kaspi Bank,kaspi_ru_2.pdf
2025-01-26,"- 750,00 KZT",-750.0,KZT,Purchases,YANDEX.GO,YANDEX.GO,Kaspi Bank,kaspi_ru_2.pdf
2025-01-27,"- 458,00 KZT",-458.0,KZT,Purchases,Magnum Cash&Carry,Magnum Cash&Carry,Kaspi Bank,kaspi_ru_2.pdf
2025-01-30,"- 150,00 KZT",-150.0,KZT,Purchases,Аппарат самообслуживания,Аппарат самообслуживания,Kaspi Bank,kaspi_ru_2.pdf
2025-01-30,"- 1 400,00 KZT",-1400.0,KZT,Purchases,Q-tea,Q-tea,Kaspi Bank,kaspi_ru_2.pdf
2025-01-31,"- 5 236,00 KZT",-5236.0,KZT,Purchases,Пинта Мега,Пинта Мега,Kaspi Bank,kaspi_ru_2.pdf
2025-01-31,"+ 5 236,00 KZT",5236.0,KZT,Replenishment,,С Kaspi Депозита,Kaspi Bank,kaspi_ru_2.pdf
2025-02-02,"- 619,00 KZT",-619.0,KZT,Purchases,Magnum Cash&Carry,Magnum Cash&Carry,Kaspi Bank,kaspi_ru_2.pdf
2025-02-02,"+ 620,00 KZT",620.0,KZT,Replenishment,,С Kaspi Депозита,Kaspi Bank,kaspi_ru_2.pdf
2025-02-02,"- 3 500,00 KZT",-3500.0,KZT,Transfers,,На Kaspi Депозит,Kaspi Bank,kaspi_ru_2.pdf
2025-02-02,"+ 3 500,00 KZT",3500.0,KZT,Replenishment,,С карты другого банка,Kaspi Bank,kaspi_ru_2.pdf
2025-02-03,"- 80,00 KZT",-80.0,KZT,Purchases,NU,NU,Kaspi Bank,kaspi_ru_2.pdf
2025-02-03,"- 1 000,00 KZT",-1000.0,KZT,Purchases,Qazaq Catering,Qazaq Catering,Kaspi Bank,kaspi_ru_2.pdf
2025-02-03,"+ 1 810,97 KZT",1810.97,KZT,Replenishment,,С Kaspi Депозита,Kaspi Bank,kaspi_ru_2.pdf
2025-02-03,"- 1 290,00 KZT",-1290.0,KZT,Purchases,Flat White,Flat White,Kaspi Bank,kaspi_ru_2.pdf
2025-02-03,"+ 1 300,00 KZT",1300.0,KZT,Replenishment,,С Kaspi Депозита,Kaspi Bank,kaspi_ru_2.pdf
2025-02-03,"- 100,00 KZT",-100.0,KZT,Purchases,Green Food,Green Food,Kaspi Bank,kaspi_ru_2.pdf
2025-02-03,"- 950,00 KZT",-950.0,KZT,Purchases,Green Food,Green Food,Kaspi Bank,kaspi_ru_2.pdf
2025-02-03,"+ 1 000,00 KZT",1000.0,KZT,Replenishment,,С Kaspi Депозита,Kaspi Bank,kaspi_ru_2.pdf
2025-02-04,"- 5 000,00 KZT",-5000.0,KZT,Transfers,,Темірлан Қ.,Kaspi Bank,kaspi_ru_2.pdf
2025-02-04,"+ 5 000,00 KZT",5000.0,KZT,Replenishment,,С карты другого банка,Kaspi Bank,kaspi_ru_2.pdf
2025-02-05,"- 5 700,00 KZT",-5700.0,KZT,Transfers,,Сабина А.,Kaspi Bank,kaspi_ru_2.pdf
2025-02-05,"+ 10 000,00 KZT",10000.0,KZT,Replenishment,,С карты другого банка,Kaspi Bank,kaspi_ru_2.pdf
2025-02-05,"- 890,00 KZT",-890.0,KZT,Transfers,,Меруерт А.,Kaspi Bank,kaspi_ru_2.pdf
2025-02-05,"- 2 892,00 KZT",-2892.0,KZT,Purchases,OZON,OZON,Kaspi Bank,kaspi_ru_2.pdf
2025-02-05,"+ 5 000,00 KZT",5000.0,KZT,Replenishment,,С карты другого банка,Kaspi Bank,kaspi_ru_2.pdf
2025-02-06,"- 1 940,00 KZT",-1940.0,KZT,Purchases,HP Canteen,HP Canteen,Kaspi Bank,kaspi_ru_2.pdf
2025-02-06,"- 897,00 KZT",-897.0,KZT,Purchases,Magnum Cash&Carry,Magnum Cash&Carry,Kaspi Bank,kaspi_ru_2.pdf
2025-02-06,"+ 300,00 KZT",300.0,KZT,Replenishment,,Айзере Б.,Kaspi Bank,kaspi_ru_2.pdf
2025-02-06,"+ 300,00 KZT",300.0,KZT,Replenishment,,Зинаэнур И.,Kaspi Bank,kaspi_ru_2.pdf
2025-02-06,"+ 300,00 KZT",300.0,KZT,Replenishment,,Əділет Т.,Kaspi Bank,kaspi_ru_2.pdf
2025-02-06,"+ 300,00 KZT",300.0,KZT,Replenishment,,Райхан К.,Kaspi Bank,kaspi_ru_2.pdf
2025-02-06,"+ 300,00 KZT",300.0,KZT,Replenishment,,Дамелия Д.,Kaspi Bank,kaspi_ru_2.pdf
2025-02-06,"- 5 402,00 KZT",-5402.0,KZT,Purchases,OZON,OZON,Kaspi Bank,kaspi_ru_2.pdf
2025-02-06,"+ 300,00 KZT",300.0,KZT,Replenishment,,Диас Н.,Kaspi Bank,kaspi_ru_2.pdf
2025-02-06,"+ 300,00 KZT",300.0,KZT,Replenishment,,Аяулым Ф.,Kaspi Bank,kaspi_ru_2.pdf
2025-02-06,"+ 300,00 KZT",300.0,KZT,Replenishment,,Əсел А.,Kaspi Bank,kaspi_ru_2.pdf
2025-02-06,"- 150,00 KZT",-150.0,KZT,Purchases,Аппарат самообслуживания,Аппарат самообслуживания,Kaspi Bank,kaspi_ru_2.pdf
2025-02-07,"+ 500,00 KZT",500.0,KZT,Replenishment,,Абылайхан С.,Kaspi Bank,kaspi_ru_2.pdf
2025-02-07,"+ 555,00 KZT",555.0,KZT,Replenishment,,Темірлан Қ.,Kaspi Bank,kaspi_ru_2.pdf
2025-02-08,"- 5 706,00 KZT",-5706.0,KZT,Purchases,Леонардо,Леонардо,Kaspi Bank,kaspi_ru_2.pdf
2025-02-08,"- 4 600,00 KZT",-4600.0,KZT,Purchases,Choco,Choco,Kaspi Bank,kaspi_ru_2.pdf
2025-02-08,"+ 2 300,00 KZT",2300.0,KZT,Replenishment,,Мансур Д.,Kaspi Bank,kaspi_ru_2.pdf
2025-02-08,"- 4 000,00 KZT",-4000.0,KZT,Transfers,,На Kaspi Депозит,Kaspi Bank,kaspi_ru_2.pdf
2025-02-08,"+ 4 000,00 KZT",4000.0,KZT,Replenishment,,Айзере Б.,Kaspi Bank,kaspi_ru_2.pdf
2025-02-08,"+ 13 500,00 KZT",13500.0,KZT,Replenishment,,С Kaspi Депозита,Kaspi Bank,kaspi_ru_2.pdf
2025-02-08,"- 62 700,00 KZT",-62700.0,KZT,Transfers,,На Kaspi Депозит,Kaspi Bank,kaspi_ru_2.pdf
2025-02-08,"+ 62 700,00 KZT",62700.0,KZT,Replenishment,,Сабина А.,Kaspi Bank,kaspi_ru_2.pdf
2025-02-08,"+ 495,00 KZT",495.0,KZT,Replenishment,,Мансур Д.,Kaspi Bank,kaspi_ru_2.pdf
2025-02-09,"- 3 743,00 KZT",-3743.0,KZT,Purchases,SMALL,SMALL,Kaspi Bank,kaspi_ru_2.pdf
2025-02-09,"- 38 027,00 KZT",-38027.0,KZT,Purchases,Magnum Cash&Carry,Magnum Cash&Carry,Kaspi Bank,kaspi_ru_2.pdf
2025-02-09,"+ 38 000,00 KZT",38000.0,KZT,Replenishment,,С Kaspi Депозита,Kaspi Bank,kaspi_ru_2.pdf
2025-02-09,"- 660,00 KZT",-660.0,KZT,Purchases,ИП Берсиновв,ИП Берсиновв,Kaspi Bank,kaspi_ru_2.pdf
2025-02-09,"- 875,00 KZT",-875.0,KZT,Purchases,Corner Meal,Corner Meal,Kaspi Bank,kaspi_ru_2.pdf
2025-02-10,"- 750,00 KZT",-750.0,KZT,Purchases,NU,NU,Kaspi Bank,kaspi_ru_2.pdf
2025-02-10,"+ 450,00 KZT",450.0,KZT,Replenishment,,С Kaspi Депозита,Kaspi Bank,kaspi_ru_2.pdf
2025-02-10,"- 3 000,00 KZT",-3000.0,KZT,Purchases,NU,NU,Kaspi Bank,kaspi_ru_2.pdf
2025-02-10,"+ 1 500,00 KZT",1500.0,KZT,Replenishment,,С Kaspi Депозита,Kaspi Bank,kaspi_ru_2.pdf
2025-02-10,"- 3 500,00 KZT",-3500.0,KZT,Transfers,,Əділет Т.,Kaspi Bank,kaspi_ru_2.pdf
2025-02-10,"+ 3 500,00 KZT",3500.0,KZT,Replenishment,,С карты другого банка,Kaspi Bank,kaspi_ru_2.pdf
2025-02-10,"- 150,00 KZT",-150.0,KZT,Purchases,Аппарат самообслуживания,Аппарат самообслуживания,Kaspi Bank,kaspi_ru_2.pdf
2025-02-12,"- 1 200,00 KZT",-1200.0,KZT,Transfers,,Нұрдаулет М.,Kaspi Bank,kaspi_ru_2.pdf
2025-02-12,"+ 1 300,00 KZT",1300.0,KZT,Replenishment,,С Kaspi Депозита,Kaspi Bank,kaspi_ru_2.pdf
2025-02-12,"- 240,00 KZT",-240.0,KZT,Purchases,USM Astana,USM Astana,Kaspi Bank,kaspi_ru_2.pdf
2025-02-12,"+ 250,00 KZT",250.0,KZT,Replenishment,,С Kaspi Депозита,Kaspi Bank,kaspi_ru_2.pdf
2025-02-14,"- 3 000,00 KZT",-3000.0,KZT,Transfers,,Сабина А.,Kaspi Bank,kaspi_ru_2.pdf
2025-02-14,"+ 3 000,00 KZT",3000.0,KZT,Replenishment,,С Kaspi Депозита,Kaspi Bank,kaspi_ru_2.pdf
2025-02-14,"- 2 000,00 KZT",-2000.0,KZT,Transfers,,Жомарт Т.,Kaspi Bank,kaspi_ru_2.pdf
2025-02-14,"+ 2 000,00 KZT",2000.0,KZT,Replenishment,,С Kaspi Депозита,Kaspi Bank,kaspi_ru_2.pdf
2025-02-14,"- 1 040,00 KZT",-1040.0,KZT,Purchases,HP COFFEE,HP COFFEE,Kaspi Bank,kaspi_ru_2.pdf
2025-02-14,"+ 1 000,00 KZT",1000.0,KZT,Replenishment,,С Kaspi Депозита,Kaspi Bank,kaspi_ru_2.pdf
2025-02-15,"- 2 240,00 KZT",-2240.0,KZT,Purchases,YANDEX.GO,YANDEX.GO,Kaspi Bank,kaspi_ru_2.pdf
2025-02-15,"- 32 550,00 KZT",-32550.0,KZT,Purchases,Бар Үйде,Бар Үйде,Kaspi Bank,kaspi_ru_2.pdf
2025-02-15,"+ 4 200,00 KZT",4200.0,KZT,Replenishment,,Сабина А.,Kaspi Bank,kaspi_ru_2.pdf
2025-02-15,"+ 12 500,00 KZT",12500.0,KZT,Replenishment,,Аяулым М.,Kaspi Bank,kaspi_ru_2.pdf
2025-02-15,"+ 2 900,00 KZT",2900.0,KZT,Replenishment,,Рахат С.,Kaspi Bank,kaspi_ru_2.pdf
2025-02-15,"- 1 600,00 KZT",-1600.0,KZT,Transfers,,Аяулым М.,Kaspi Bank,kaspi_ru_2.pdf
2025-02-15,"+ 4 700,00 KZT",4700.0,KZT,Replenishment,,С Kaspi Депозита,Kaspi Bank,kaspi_ru_2.pdf
2025-02-15,"+ 3 750,00 KZT",3750.0,KZT,Replenishment,,Аружан И.,Kaspi Bank,kaspi_ru_2.pdf
2025-02-15,"+ 8 100,00 KZT",8100.0,KZT,Replenishment,,Аяулым М.,Kaspi Bank,kaspi_ru_2.pdf
2025-02-15,"+ 1 000,00 KZT",1000.0,KZT,Replenishment,,Сабина А.,Kaspi Bank,kaspi_ru_2.pdf
2025-02-15,"- 4 000,00 KZT",-4000.0,KZT,Transfers,,Мансур Д.,Kaspi Bank,kaspi_ru_2.pdf
2025-02-15,"- 3 200,00 KZT",-3200.0,KZT,Transfers,,Мансур Д.,Kaspi Bank,kaspi_ru_2.pdf
2025-02-15,"- 530,00 KZT",-530.0,KZT,Purchases,ИП Берсиновв,ИП Берсиновв,Kaspi Bank,kaspi_ru_2.pdf
2025-02-15,"- 1 495,00 KZT",-1495.0,KZT,Purchases,Corner Meal,Corner Meal,Kaspi Bank,kaspi_ru_2.pdf
2025-02-15,"- 2 150,00 KZT",-2150.0,KZT,Transfers,,Аяулым М.,Kaspi Bank,kaspi_ru_2.pdf
2025-02-15,"+ 12 400,00 KZT",12400.0,KZT,Replenishment,,Аяулым М.,Kaspi Bank,kaspi_ru_2.pdf
2025-02-16,"+ 5 000,00 KZT",5000.0,KZT,Replenishment,,В Kaspi Терминале,Kaspi Bank,kaspi_ru_2.pdf
2025-02-16,"- 150,00 KZT",-150.0,KZT,Purchases,Аппарат самообслуживания,Аппарат самообслуживания,Kaspi Bank,kaspi_ru_2.pdf
2025-02-16,"- 7 000,00 KZT",-7000.0,KZT,Transfers,,Аяулым М.,Kaspi Bank,kaspi_ru_2.pdf
2025-02-16,"+ 750,00 KZT",750.0,KZT,Replenishment,,Ботагоз А.,Kaspi Bank,kaspi_ru_2.pdf
2025-02-16,"+ 4 500,00 KZT",4500.0,KZT,Replenishment,,Айдын О.,Kaspi Bank,kaspi_ru_2.pdf
2025-02-17,"- 1 500,00 KZT",-1500.0,KZT,Transfers,,Əділет Т.,Kaspi Bank,kaspi_ru_2.pdf
2025-02-17,"+ 3 000,00 KZT",3000.0,KZT,Replenishment,,С карты другого банка,Kaspi Bank,kaspi_ru_2.pdf
2025-02-17,"- 5 000,00 KZT",-5000.0,KZT,Purchases,NU.EDU.KZ,NU.EDU.KZ,Kaspi Bank,kaspi_ru_2.pdf
2025-02-18,"- 2 590,00 KZT",-2590.0,KZT,Transfers,,Батырхан Ш.,Kaspi Bank,kaspi_ru_2.pdf
2025-02-18,"+ 1 046,57 KZT",1046.57,KZT,Replenishment,,С Kaspi Депозита,Kaspi Bank,kaspi_ru_2.pdf
2025-02-19,"- 1 250,00 KZT",-1250.0,KZT,Purchases,Corner Meal,Corner Meal,Kaspi Bank,kaspi_ru_2.pdf
2025-02-19,"- 715,00 KZT",-715.0,KZT,Purchases,Green Food,Green Food,Kaspi Bank,kaspi_ru_2.pdf
2025-02-19,"+ 5 000,00 KZT",5000.0,KZT,Replenishment,,В Kaspi Терминале,Kaspi Bank,kaspi_ru_2.pdf
2025-02-20,"- 430,00 KZT",-430.0,KZT,Purchases,SEVEN,SEVEN,Kaspi Bank,kaspi_ru_2.pdf
2025-02-20,"- 755,00 KZT",-755.0,KZT,Purchases,Magnum Cash&Carry,Magnum Cash&Carry,Kaspi Bank,kaspi_ru_2.pdf
2025-02-20,"- 260,00 KZT",-260.0,KZT,Purchases,Magnum Cash&Carry,Magnum Cash&Carry,Kaspi Bank,kaspi_ru_2.pdf
2025-02-21,"- 3 170,00 KZT",-3170.0,KZT,Purchases,YANDEX.GO,YANDEX.GO,Kaspi Bank,kaspi_ru_2.pdf
2025-02-21,"- 588,00 KZT",-588.0,KZT,Purchases,Magnum Cash&Carry,Magnum Cash&Carry,Kaspi Bank,kaspi_ru_2.pdf
2025-02-21,"+ 10 000,00 KZT",10000.0,KZT,Replenishment,,Анар К.,Kaspi Bank,kaspi_ru_2.pdf
2025-02-21,"- 715,00 KZT",-715.0,KZT,Purchases,Green Food,Green Food,Kaspi Bank,kaspi_ru_2.pdf
2025-02-22,"+ 1 500,00 KZT",1500.0,KZT,Replenishment,,Аида Ш.,Kaspi Bank,kaspi_ru_2.pdf
2025-02-22,"- 2 280,00 KZT",-2280.0,KZT,Purchases,YANDEX.GO,YANDEX.GO,Kaspi Bank,kaspi_ru_2.pdf
2025-02-22,"- 2 520,00 KZT",-2520.0,KZT,Purchases,YANDEX.GO,YANDEX.GO,Kaspi Bank,kaspi_ru_2.pdf
2025-02-22,"- 1 910,00 KZT",-1910.0,KZT,Purchases,YANDEX.GO,YANDEX.GO,Kaspi Bank,kaspi_ru_2.pdf
2025-02-23,"- 1 000,00 KZT",-1000.0,KZT,Transfers,,Айым Ш.,Kaspi Bank,kaspi_ru_2.pdf
2025-02-23,"+ 1 000,00 KZT",1000.0,KZT,Replenishment,,Айым Ш.,Kaspi Bank,kaspi_ru_2.pdf
2025-02-23,"- 150,00 KZT",-150.0,KZT,Purchases,Аппарат самообслуживания,Аппарат самообслуживания,Kaspi Bank,kaspi_ru_2.pdf
2025-02-24,"+ 2 500,00 KZT",2500.0,KZT,Replenishment,,Айым Ш.,Kaspi Bank,kaspi_ru_2.pdf
2025-02-24,"- 3 078,32 KZT",-3078.32,KZT,Purchases,Jana Post,Jana Post,Kaspi Bank,kaspi_ru_2.pdf
2025-02-24,"+ 3 000,00 KZT",3000.0,KZT,Replenishment,,С карты другого банка,Kaspi Bank,kaspi_ru_2.pdf
2025-02-24,"- 110,00 KZT",-110.0,KZT,Purchases,Avtobys. Пригород. Оплата проезда по QR,Avtobys. Пригород. Оплата проезда по QR,Kaspi Bank,kaspi_ru_2.pdf
2025-02-24,"- 18 000,00 KZT",-18000.0,KZT,Purchases,Терапия Кожи,Терапия Кожи,Kaspi Bank,kaspi_ru_2.pdf
2025-02-24,"+ 20 000,00 KZT",20000.0,KZT,Replenishment,,Анар К.,Kaspi Bank,kaspi_ru_2.pdf
2025-02-24,"- 110,00 KZT",-110.0,KZT,Purchases,Avtobys. Пригород. Оплата проезда по QR,Avtobys. Пригород. Оплата проезда по QR,Kaspi Bank,kaspi_ru_2.pdf
2025-02-24,"- 550,00 KZT",-550.0,KZT,Purchases,Аппарат самообслуживания,Аппарат самообслуживания,Kaspi Bank,kaspi_ru_2.pdf
2025-02-25,"- 1 580,00 KZT",-1580.0,KZT,Transfers,,Сағыныш А.,Kaspi Bank,kaspi_ru_2.pdf
2025-02-25,"- 831,00 KZT",-831.0,KZT,Purchases,Magnum Cash&Carry,Magnum Cash&Carry,Kaspi Bank,kaspi_ru_2.pdf
2025-02-26,"- 2 300,00 KZT",-2300.0,KZT,Transfers,,Темірлан Қ.,Kaspi Bank,kaspi_ru_2.pdf
2025-02-26,"- 110,00 KZT",-110.0,KZT,Purchases,Avtobys. Пригород. Оплата проезда по QR,Avtobys. Пригород. Оплата проезда по QR,Kaspi Bank,kaspi_ru_2.pdf
2025-02-26,"- 18 000,00 KZT",-18000.0,KZT,Purchases,Терапия Кожи,Терапия Кожи,Kaspi Bank,kaspi_ru_2.pdf
2025-02-26,"+ 20 000,00 KZT",20000.0,KZT,Replenishment,,Анар К.,Kaspi Bank,kaspi_ru_2.pdf
2025-02-26,"- 110,00 KZT",-110.0,KZT,Purchases,Avtobys. Пригород. Оплата проезда по QR,Avtobys. Пригород. Оплата проезда по QR,Kaspi Bank,kaspi_ru_2.pdf
2025-02-26,"- 342,00 KZT",-342.0,KZT,Purchases,Magnum Cash&Carry,Magnum Cash&Carry,Kaspi Bank,kaspi_ru_2.pdf
2025-02-26,"- 760,00 KZT",-760.0,KZT,Purchases,Sandwich Spot,Sandwich Spot,Kaspi Bank,kaspi_ru_2.pdf
2025-02-28,"- 750,00 KZT",-750.0,KZT,Purchases,Segafredo T2,Segafredo T2,Kaspi Bank,kaspi_ru_2.pdf
2025-02-28,"- 110,00 KZT",-110.0,KZT,Purchases,Avtobys. Пригород. Оплата проезда по QR,Avtobys. Пригород. Оплата проезда по QR,Kaspi Bank,kaspi_ru_2.pdf
2025-02-28,"- 1 580,00 KZT",-1580.0,KZT,Purchases,Qazaq Catering,Qazaq Catering,Kaspi Bank,kaspi_ru_2.pdf
2025-02-28,"+ 1 800,00 KZT",1800.0,KZT,Replenishment,,С карты другого банка,Kaspi Bank,kaspi_ru_2.pdf
2025-03-03,"- 9 379,00 KZT",-9379.0,KZT,Purchases,Супермаркет GALMART,Супермаркет GALMART,Kaspi Bank,kaspi_ru_2.pdf
2025-03-03,"+ 10 000,00 KZT",10000.0,KZT,Replenishment,,Анар К.,Kaspi Bank,kaspi_ru_2.pdf
2025-03-03,"- 5 000,00 KZT",-5000.0,KZT,Purchases,Beeline,Beeline,Kaspi Bank,kaspi_ru_2.pdf
2025-03-03,"+ 5 000,00 KZT",5000.0,KZT,Replenishment,,Анар К.,Kaspi Bank,kaspi_ru_2.pdf
2025-03-04,"- 200,00 KZT",-200.0,KZT,Transfers,,Айым Ш.,Kaspi Bank,kaspi_ru_2.pdf
2025-03-06,"- 11 930,00 KZT",-11930.0,KZT,Purchases,Авиакомпания «SCAT»,Авиакомпания «SCAT»,Kaspi Bank,kaspi_ru_2.pdf
2025-03-06,"+ 12 000,00 KZT",12000.0,KZT,Replenishment,,Анар К.,Kaspi Bank,kaspi_ru_2.pdf
2025-03-06,"- 549,00 KZT",-549.0,KZT,Purchases,Magnum Cash&Carry (Рамстор),Magnum Cash&Carry (Рамстор),Kaspi Bank,kaspi_ru_2.pdf
2025-03-07,"- 1 700,00 KZT",-1700.0,KZT,Transfers,,Əділет Т.,Kaspi Bank,kaspi_ru_2.pdf
2025-03-07,"+ 1 500,00 KZT",1500.0,KZT,Replenishment,,С карты другого банка,Kaspi Bank,kaspi_ru_2.pdf
2025-03-12,"- 15 000,00 KZT",-15000.0,KZT,Transfers,,Сабина А.,Kaspi Bank,kaspi_ru_2.pdf
2025-03-12,"- 15 000,00 KZT",-15000.0,KZT,Transfers,,На Kaspi Депозит,Kaspi Bank,kaspi_ru_2.pdf
2025-03-12,"+ 30 000,00 KZT",30000.0,KZT,Replenishment,,С карты другого банка,Kaspi Bank,kaspi_ru_2.pdf
2025-03-13,"- 4 400,00 KZT",-4400.0,KZT,Purchases,ИП ПОЛКИ,ИП ПОЛКИ,Kaspi Bank,kaspi_ru_2.pdf
2025-03-13,"- 995,00 KZT",-995.0,KZT,Purchases,"TOO ""Kaspi Magazin""","TOO ""Kaspi Magazin""",Kaspi Bank,kaspi_ru_2.pdf
2025-03-13,"+ 5 400,00 KZT",5400.0,KZT,Replenishment,,С Kaspi Депозита,Kaspi Bank,kaspi_ru_2.pdf
2025-03-13,"- 1 190,00 KZT",-1190.0,KZT,Purchases,Oneshott Nazarbayev,Oneshott Nazarbayev,Kaspi Bank,kaspi_ru_2.pdf
2025-03-13,"+ 1 000,00 KZT",1000.0,KZT,Replenishment,,С Kaspi Депозита,Kaspi Bank,kaspi_ru_2.pdf
2025-03-13,"- 1 150,00 KZT",-1150.0,KZT,Purchases,YANDEX.GO,YANDEX.GO,Kaspi Bank,kaspi_ru_2.pdf
2025-03-13,"+ 1 500,00 KZT",1500.0,KZT,Replenishment,,С Kaspi Депозита,Kaspi Bank,kaspi_ru_2.pdf
2025-03-13,"- 3 500,00 KZT",-3500.0,KZT,Purchases,Kz_Relay_Dep_Air,Kz_Relay_Dep_Air,Kaspi Bank,kaspi_ru_2.pdf
2025-03-13,"+ 3 500,00 KZT",3500.0,KZT,Replenishment,,С Kaspi Депозита,Kaspi Bank,kaspi_ru_2.pdf
2025-03-14,"+ 3 190,00 KZT",3190.0,KZT,Replenishment,,Нұртөре О.,Kaspi Bank,kaspi_ru_2.pdf
2025-03-14,"- 2 050,00 KZT",-2050.0,KZT,Purchases,Green Food,Green Food,Kaspi Bank,kaspi_ru_2.pdf
2025-03-14,"+ 1 600,00 KZT",1600.0,KZT,Replenishment,,С Kaspi Депозита,Kaspi Bank,kaspi_ru_2.pdf
2025-03-15,"- 100,00 KZT",-100.0,KZT,Purchases,Аппарат самообслуживания,Аппарат самообслуживания,Kaspi Bank,kaspi_ru_2.pdf
2025-03-15,"- 3 990,00 KZT",-3990.0,KZT,Purchases,Береке 2,Береке 2,Kaspi Bank,kaspi_ru_2.pdf
2025-03-15,"+ 1 000,00 KZT",1000.0,KZT,Replenishment,,С Kaspi Депозита,Kaspi Bank,kaspi_ru_2.pdf
2025-03-15,"- 1 500,00 KZT",-1500.0,KZT,Transfers,,Аслан С.,Kaspi Bank,kaspi_ru_2.pdf
2025-03-15,"- 1 080,00 KZT",-1080.0,KZT,Purchases,Береке 2,Береке 2,Kaspi Bank,kaspi_ru_2.pdf
2025-03-15,"- 1 345,00 KZT",-1345.0,KZT,Transfers,,Əділет Т.,Kaspi Bank,kaspi_ru_2.pdf
2025-03-15,"+ 5 400,00 KZT",5400.0,KZT,Replenishment,,Əділет Т.,Kaspi Bank,kaspi_ru_2.pdf
2025-03-15,"- 20 000,00 KZT",-20000.0,KZT,Transfers,,Сабина А.,Kaspi Bank,kaspi_ru_2.pdf
2025-03-15,"+ 20 000,00 KZT",20000.0,KZT,Replenishment,,С карты другого банка,Kaspi Bank,kaspi_ru_2.pdf
2025-03-15,"- 150,00 KZT",-150.0,KZT,Purchases,Аппарат самообслуживания,Аппарат самообслуживания,Kaspi Bank,kaspi_ru_2.pdf
2025-03-15,"- 322,00 KZT",-322.0,KZT,Purchases,Magnum Cash&Carry,Magnum Cash&Carry,Kaspi Bank,kaspi_ru_2.pdf
2025-03-15,"- 1 290,00 KZT",-1290.0,KZT,Purchases,Central Astana,Central Astana,Kaspi Bank,kaspi_ru_2.pdf
