date,amount_raw,amount,currency,operation,merchant,details,bank,source_file
2025-04-12,"+ 700,00 KZT",700.0,KZT,Replenishment,,Сабина А.,Kaspi Bank,kaspi_ru_2.pdf
2025-04-12,"- 346,65 KZT",-346.65,KZT,Purchases,SEVEN,SEVEN,Kaspi Bank,kaspi_ru_2.pdf
2025-04-12,"- 550,00 KZT",-550.0,KZT,Purchases,SEVEN,SEVEN,Kaspi Bank,kaspi_ru_2.pdf
2025-04-12,"+ 1 000,00 KZT",1000.0,KZT,Replenishment,,С Kaspi Депозита,Kaspi Bank,kaspi_ru_2.pdf
2025-04-13,"- 690,00 KZT",-690.0,KZT,Purchases,Magnum Cash&Carry,Magnum Cash&Carry,Kaspi Bank,kaspi_ru_2.pdf
2025-04-13,"+ 700,00 KZT",700.0,KZT,Replenishment,,С Kaspi Депозита,Kaspi Bank,kaspi_ru_2.pdf
2025-04-13,"- 659,00 KZT",-659.0,KZT,Purchases,Magnum Cash&Carry,Magnum Cash&Carry,Kaspi Bank,kaspi_ru_2.pdf
2025-04-13,"+ 700,00 KZT",700.0,KZT,Replenishment,,С Kaspi Депозита,Kaspi Bank,kaspi_ru_2.pdf
2025-04-14,"- 150,00 KZT",-150.0,KZT,Purchases,Аппарат самообслуживания,Аппарат самообслуживания,Kaspi Bank,kaspi_ru_2.pdf
2025-04-14,"+ 244,00 KZT",244.0,KZT,Replenishment,,С Kaspi Депозита,Kaspi Bank,kaspi_ru_2.pdf
2025-04-14,"- 1 110,00 KZT",-1110.0,KZT,Purchases,Magnum Cash&Carry,Magnum Cash&Carry,Kaspi Bank,kaspi_ru_2.pdf
2025-04-14,"+ 1 000,00 KZT",1000.0,KZT,Replenishment,,С Kaspi Депозита,Kaspi Bank,kaspi_ru_2.pdf
2025-04-14,"- 1 880,00 KZT",-1880.0,KZT,Purchases,Corner Meal,Corner Meal,Kaspi Bank,kaspi_ru_2.pdf
2025-04-14,"+ 2 000,00 KZT",2000.0,KZT,Replenishment,,С Kaspi Депозита,Kaspi Bank,kaspi_ru_2.pdf
2025-04-16,"- 150,00 KZT",-150.0,KZT,Purchases,Аппарат самообслуживания,Аппарат самообслуживания,Kaspi Bank,kaspi_ru_2.pdf
2025-04-16,"- 3 500,00 KZT",-3500.0,KZT,Transfers,,Айбар А.,Kaspi Bank,kaspi_ru_2.pdf
2025-04-16,"+ 4 000,00 KZT",4000.0,KZT,Replenishment,,С карты другого банка,Kaspi Bank,kaspi_ru_2.pdf
2025-04-18,"- 2 200,00 KZT",-2200.0,KZT,Transfers,,Алдияр Д.,Kaspi Bank,kaspi_ru_2.pdf
2025-04-18,"+ 2 200,00 KZT",2200.0,KZT,Replenishment,,С карты другого банка,Kaspi Bank,kaspi_ru_2.pdf
2025-04-18,"- 100,00 KZT",-100.0,KZT,Purchases,Фонд «Мама Про»,Фонд «Мама Про»,Kaspi Bank,kaspi_ru_2.pdf
2025-04-19,"- 1 065,00 KZT",-1065.0,KZT,Purchases,Aiwa,Aiwa,Kaspi Bank,kaspi_ru_2.pdf
2025-04-19,"+ 1 400,00 KZT",1400.0,KZT,Replenishment,,Əділет Т.,Kaspi Bank,kaspi_ru_2.pdf
2025-04-19,"- 2 800,00 KZT",-2800.0,KZT,Purchases,Drinkit 5 QR,Drinkit 5 QR,Kaspi Bank,kaspi_ru_2.pdf
2025-04-19,"- 585,00 KZT",-585.0,KZT,Purchases,ИП Берсиновв,ИП Берсиновв,Kaspi Bank,kaspi_ru_2.pdf
2025-04-19,"+ 4 200,00 KZT",4200.0,KZT,Replenishment,,Мансур Д.,Kaspi Bank,kaspi_ru_2.pdf
2025-04-19,"- 150,00 KZT",-150.0,KZT,Purchases,Аппарат самообслуживания,Аппарат самообслуживания,Kaspi Bank,kaspi_ru_2.pdf
2025-04-19,"- 8 000,00 KZT",-8000.0,KZT,Transfers,,Əсел А.,Kaspi Bank,kaspi_ru_2.pdf
2025-04-19,"- 5 500,00 KZT",-5500.0,KZT,Transfers,,Дінмұхаммед С.,Kaspi Bank,kaspi_ru_2.pdf
2025-04-19,"- 3 640,00 KZT",-3640.0,KZT,Transfers,,Əділет Т.,Kaspi Bank,kaspi_ru_2.pdf
2025-04-19,"+ 17 560,00 KZT",17560.0,KZT,Purchases,YANDEX.EDA,YANDEX.EDA,Kaspi Bank,kaspi_ru_2.pdf
2025-04-19,"- 41 854,00 KZT",-41854.0,KZT,Purchases,YANDEX.EDA,YANDEX.EDA,Kaspi Bank,kaspi_ru_2.pdf
2025-04-19,"+ 42 854,00 KZT",42854.0,KZT,Replenishment,,Алдияр Д.,Kaspi Bank,kaspi_ru_2.pdf
2025-04-19,"- 2 200,00 KZT",-2200.0,KZT,Transfers,,Алдияр Д.,Kaspi Bank,kaspi_ru_2.pdf
2025-04-19,"+ 2 200,00 KZT",2200.0,KZT,Replenishment,,С Kaspi Депозита,Kaspi Bank,kaspi_ru_2.pdf
2025-04-19,"- 3 500,00 KZT",-3500.0,KZT,Transfers,,На Kaspi Депозит,Kaspi Bank,kaspi_ru_2.pdf
2025-04-19,"- 1 750,00 KZT",-1750.0,KZT,Transfers,,Айнур А.,Kaspi Bank,kaspi_ru_2.pdf
2025-04-19,"+ 4 800,00 KZT",4800.0,KZT,Replenishment,,С карты другого банка,Kaspi Bank,kaspi_ru_2.pdf
2025-04-20,"- 980,00 KZT",-980.0,KZT,Purchases,Qazaq Catering,Qazaq Catering,Kaspi Bank,kaspi_ru_2.pdf
2025-04-20,"+ 1 000,00 KZT",1000.0,KZT,Replenishment,,С Kaspi Депозита,Kaspi Bank,kaspi_ru_2.pdf
2025-04-20,"- 2 590,00 KZT",-2590.0,KZT,Purchases,DailyCup,DailyCup,Kaspi Bank,kaspi_ru_2.pdf
2025-04-20,"+ 2 590,00 KZT",2590.0,KZT,Replenishment,,С Kaspi Депозита,Kaspi Bank,kaspi_ru_2.pdf
2025-04-20,"- 2 790,00 KZT",-2790.0,KZT,Purchases,DailyCup,DailyCup,Kaspi Bank,kaspi_ru_2.pdf
2025-04-20,"+ 3 000,00 KZT",3000.0,KZT,Replenishment,,С Kaspi Депозита,Kaspi Bank,kaspi_ru_2.pdf
2025-04-20,"- 2 500,00 KZT",-2500.0,KZT,Transfers,,Ақнұр С.,Kaspi Bank,kaspi_ru_2.pdf
2025-04-20,"+ 2 500,00 KZT",2500.0,KZT,Replenishment,,С Kaspi Депозита,Kaspi Bank,kaspi_ru_2.pdf
2025-04-20,"- 1 000,00 KZT",-1000.0,KZT,Transfers,,Əділет Т.,Kaspi Bank,kaspi_ru_2.pdf
2025-04-20,"+ 1 000,00 KZT",1000.0,KZT,Replenishment,,С Kaspi Депозита,Kaspi Bank,kaspi_ru_2.pdf
2025-04-20,"- 1 600,00 KZT",-1600.0,KZT,Transfers,,Əділет Т.,Kaspi Bank,kaspi_ru_2.pdf
2025-04-20,"+ 600,00 KZT",600.0,KZT,Replenishment,,С Kaspi Депозита,Kaspi Bank,kaspi_ru_2.pdf
2025-04-20,"- 11 900,00 KZT",-11900.0,KZT,Transfers,,На Kaspi Депозит,Kaspi Bank,kaspi_ru_2.pdf
2025-04-20,"+ 12 900,00 KZT",12900.0,KZT,Replenishment,,С карты другого банка,Kaspi Bank,kaspi_ru_2.pdf
2025-04-20,"- 21 000,00 KZT",-21000.0,KZT,Transfers,,Əділет Т.,Kaspi Bank,kaspi_ru_2.pdf
2025-04-20,"+ 5 100,00 KZT",5100.0,KZT,Replenishment,,Əсел А.,Kaspi Bank,kaspi_ru_2.pdf
2025-04-20,"+ 5 700,00 KZT",5700.0,KZT,Replenishment,,Мансур Д.,Kaspi Bank,kaspi_ru_2.pdf
2025-04-20,"+ 3 900,00 KZT",3900.0,KZT,Replenishment,,Əсел С.,Kaspi Bank,kaspi_ru_2.pdf
2025-04-20,"+ 3 900,00 KZT",3900.0,KZT,Replenishment,,Сабина А.,Kaspi Bank,kaspi_ru_2.pdf
2025-04-21,"- 5 000,00 KZT",-5000.0,KZT,Transfers,,Қымбат А.,Kaspi Bank,kaspi_ru_2.pdf
2025-04-21,"+ 5 000,00 KZT",5000.0,KZT,Replenishment,,С карты другого банка,Kaspi Bank,kaspi_ru_2.pdf
2025-04-22,"- 2 000,00 KZT",-2000.0,KZT,Transfers,,На Kaspi Депозит,Kaspi Bank,kaspi_ru_2.pdf
2025-04-22,"+ 4 000,00 KZT",4000.0,KZT,Replenishment,,С карты другого банка,Kaspi Bank,kaspi_ru_2.pdf
2025-04-23,"- 560,00 KZT",-560.0,KZT,Purchases,SEVEN,SEVEN,Kaspi Bank,kaspi_ru_2.pdf
2025-04-23,"- 300,00 KZT",-300.0,KZT,Purchases,NU,NU,Kaspi Bank,kaspi_ru_2.pdf
2025-04-23,"- 720,00 KZT",-720.0,KZT,Purchases,ТОО Эвита,ТОО Эвита,Kaspi Bank,kaspi_ru_2.pdf
2025-04-23,"+ 3 300,00 KZT",3300.0,KZT,Replenishment,,Айым Ш.,Kaspi Bank,kaspi_ru_2.pdf
2025-04-23,"- 1 380,00 KZT",-1380.0,KZT,Purchases,HP Canteen,HP Canteen,Kaspi Bank,kaspi_ru_2.pdf
2025-04-24,"- 150,00 KZT",-150.0,KZT,Purchases,Аппарат самообслуживания,Аппарат самообслуживания,Kaspi Bank,kaspi_ru_2.pdf
2025-04-24,"+ 2 000,00 KZT",2000.0,KZT,Replenishment,,Темірлан Қ.,Kaspi Bank,kaspi_ru_2.pdf
2025-04-24,"- 2 590,00 KZT",-2590.0,KZT,Purchases,Супермаркет GALMART,Супермаркет GALMART,Kaspi Bank,kaspi_ru_2.pdf
2025-04-25,"- 2 820,00 KZT",-2820.0,KZT,Purchases,YANDEX.GO,YANDEX.GO,Kaspi Bank,kaspi_ru_2.pdf
2025-04-25,"+ 1 500,00 KZT",1500.0,KZT,Replenishment,,С Kaspi Депозита,Kaspi Bank,kaspi_ru_2.pdf
2025-04-25,"+ 700,00 KZT",700.0,KZT,Replenishment,,Анель А.,Kaspi Bank,kaspi_ru_2.pdf
2025-04-25,"+ 700,00 KZT",700.0,KZT,Replenishment,,Наргиза И.,Kaspi Bank,kaspi_ru_2.pdf
2025-04-25,"- 1 200,00 KZT",-1200.0,KZT,Transfers,,Алишер-Полат К.,Kaspi Bank,kaspi_ru_2.pdf
2025-04-25,"+ 1 000,00 KZT",1000.0,KZT,Replenishment,,С Kaspi Депозита,Kaspi Bank,kaspi_ru_2.pdf
2025-04-25,"- 305,00 KZT",-305.0,KZT,Purchases,ИП Берсиновв,ИП Берсиновв,Kaspi Bank,kaspi_ru_2.pdf
2025-04-25,"- 2 200,00 KZT",-2200.0,KZT,Purchases,Green Food,Green Food,Kaspi Bank,kaspi_ru_2.pdf
2025-04-25,"+ 2 000,00 KZT",2000.0,KZT,Replenishment,,С Kaspi Депозита,Kaspi Bank,kaspi_ru_2.pdf
2025-04-25,"- 1 000,00 KZT",-1000.0,KZT,Transfers,,Куаныш Ж.,Kaspi Bank,kaspi_ru_2.pdf
2025-04-26,"- 325,00 KZT",-325.0,KZT,Purchases,ИП Берсиновв,ИП Берсиновв,Kaspi Bank,kaspi_ru_2.pdf
2025-04-26,"- 110,00 KZT",-110.0,KZT,Purchases,Avtobys. Пригород. Оплата проезда по QR,Avtobys. Пригород. Оплата проезда по QR,Kaspi Bank,kaspi_ru_2.pdf
2025-04-26,"- 960,00 KZT",-960.0,KZT,Purchases,YANDEX.GO,YANDEX.GO,Kaspi Bank,kaspi_ru_2.pdf
2025-04-26,"- 1 500,00 KZT",-1500.0,KZT,Purchases,YANDEX.GO,YANDEX.GO,Kaspi Bank,kaspi_ru_2.pdf
2025-04-26,"+ 4 500,00 KZT",4500.0,KZT,Replenishment,,С карты другого банка,Kaspi Bank,kaspi_ru_2.pdf
2025-04-27,"+ 1 300,00 KZT",1300.0,KZT,Replenishment,,Темірлан Қ.,Kaspi Bank,kaspi_ru_2.pdf
2025-04-27,"+ 1 455,00 KZT",1455.0,KZT,Purchases,Corner Meal,Corner Meal,Kaspi Bank,kaspi_ru_2.pdf
2025-04-27,"- 85,00 KZT",-85.0,KZT,Purchases,Corner Meal,Corner Meal,Kaspi Bank,kaspi_ru_2.pdf
2025-04-27,"+ 100,00 KZT",100.0,KZT,Replenishment,,С Kaspi Депозита,Kaspi Bank,kaspi_ru_2.pdf
2025-04-27,"- 4 800,00 KZT",-4800.0,KZT,Purchases,Corner Meal,Corner Meal,Kaspi Bank,kaspi_ru_2.pdf
2025-04-27,"+ 4 800,00 KZT",4800.0,KZT,Replenishment,,С Kaspi Депозита,Kaspi Bank,kaspi_ru_2.pdf
2025-04-27,"- 150,00 KZT",-150.0,KZT,Purchases,Аппарат самообслуживания,Аппарат самообслуживания,Kaspi Bank,kaspi_ru_2.pdf
2025-04-27,"+ 150,00 KZT",150.0,KZT,Replenishment,,С Kaspi Депозита,Kaspi Bank,kaspi_ru_2.pdf
2025-04-27,"- 600,00 KZT",-600.0,KZT,Purchases,Пабло Назарбаев Университет,Пабло Назарбаев Университет,Kaspi Bank,kaspi_ru_2.pdf
2025-04-27,"+ 600,00 KZT",600.0,KZT,Replenishment,,С Kaspi Депозита,Kaspi Bank,kaspi_ru_2.pdf
2025-04-27,"- 2 600,00 KZT",-2600.0,KZT,Transfers,,Динара Б.,Kaspi Bank,kaspi_ru_2.pdf
2025-04-27,"+ 2 600,00 KZT",2600.0,KZT,Replenishment,,С Kaspi Депозита,Kaspi Bank,kaspi_ru_2.pdf
2025-04-27,"- 9 800,00 KZT",-9800.0,KZT,Transfers,,На Kaspi Депозит,Kaspi Bank,kaspi_ru_2.pdf
2025-04-27,"+ 8 000,00 KZT",8000.0,KZT,Replenishment,,С карты другого банка,Kaspi Bank,kaspi_ru_2.pdf
2025-04-28,"- 500,00 KZT",-500.0,KZT,Transfers,,На Kaspi Депозит,Kaspi Bank,kaspi_ru_2.pdf
2025-04-28,"+ 500,00 KZT",500.0,KZT,Replenishment,,Айдын О.,Kaspi Bank,kaspi_ru_2.pdf
2025-04-28,"- 1 000,00 KZT",-1000.0,KZT,Transfers,,На Kaspi Депозит,Kaspi Bank,kaspi_ru_2.pdf
2025-04-28,"+ 500,00 KZT",500.0,KZT,Replenishment,,Жомарт Т.,Kaspi Bank,kaspi_ru_2.pdf
2025-04-28,"+ 500,00 KZT",500.0,KZT,Replenishment,,Сабина А.,Kaspi Bank,kaspi_ru_2.pdf
2025-04-28,"- 500,00 KZT",-500.0,KZT,Transfers,,На Kaspi Депозит,Kaspi Bank,kaspi_ru_2.pdf
2025-04-28,"+ 500,00 KZT",500.0,KZT,Replenishment,,Рахат С.,Kaspi Bank,kaspi_ru_2.pdf
2025-04-28,"- 5 500,00 KZT",-5500.0,KZT,Transfers,,На Kaspi Депозит,Kaspi Bank,kaspi_ru_2.pdf
2025-04-28,"+ 5 500,00 KZT",5500.0,KZT,Replenishment,,Аяулым Ф.,Kaspi Bank,kaspi_ru_2.pdf
2025-04-28,"- 4 000,00 KZT",-4000.0,KZT,Transfers,,На Kaspi Депозит,Kaspi Bank,kaspi_ru_2.pdf
2025-04-28,"+ 4 000,00 KZT",4000.0,KZT,Replenishment,,Дінмұхаммед С.,Kaspi Bank,kaspi_ru_2.pdf
2025-04-28,"- 975,00 KZT",-975.0,KZT,Purchases,Corner Meal,Corner Meal,Kaspi Bank,kaspi_ru_2.pdf
2025-04-28,"+ 100,00 KZT",100.0,KZT,Replenishment,,С Kaspi Депозита,Kaspi Bank,kaspi_ru_2.pdf
2025-04-28,"- 1 895,00 KZT",-1895.0,KZT,Purchases,Corner Meal,Corner Meal,Kaspi Bank,kaspi_ru_2.pdf
2025-04-29,"- 800,00 KZT",-800.0,KZT,Transfers,,На Kaspi Депозит,Kaspi Bank,kaspi_ru_2.pdf
2025-04-29,"+ 1 000,00 KZT",1000.0,KZT,Replenishment,,С Kaspi Депозита,Kaspi Bank,kaspi_ru_2.pdf
2025-04-29,"- 3 500,00 KZT",-3500.0,KZT,Transfers,,На Kaspi Депозит,Kaspi Bank,kaspi_ru_2.pdf
2025-04-29,"+ 3 500,00 KZT",3500.0,KZT,Replenishment,,Айнур А.,Kaspi Bank,kaspi_ru_2.pdf
2025-04-29,"- 1 280,00 KZT",-1280.0,KZT,Purchases,Qazaq Catering,Qazaq Catering,Kaspi Bank,kaspi_ru_2.pdf
2025-04-29,"+ 1 300,00 KZT",1300.0,KZT,Replenishment,,С Kaspi Депозита,Kaspi Bank,kaspi_ru_2.pdf
2025-04-29,"- 500,00 KZT",-500.0,KZT,Transfers,,На Kaspi Депозит,Kaspi Bank,kaspi_ru_2.pdf
2025-04-29,"+ 500,00 KZT",500.0,KZT,Replenishment,,Ақнұр С.,Kaspi Bank,kaspi_ru_2.pdf
2025-04-29,"- 500,00 KZT",-500.0,KZT,Transfers,,На Kaspi Депозит,Kaspi Bank,kaspi_ru_2.pdf
2025-04-29,"+ 499,00 KZT",499.0,KZT,Replenishment,,Мансур Д.,Kaspi Bank,kaspi_ru_2.pdf
2025-04-29,"- 500,00 KZT",-500.0,KZT,Transfers,,На Kaspi Депозит,Kaspi Bank,kaspi_ru_2.pdf
2025-04-29,"+ 500,00 KZT",500.0,KZT,Replenishment,,Аружан И.,Kaspi Bank,kaspi_ru_2.pdf
2025-04-29,"- 405,00 KZT",-405.0,KZT,Purchases,Corner Meal,Corner Meal,Kaspi Bank,kaspi_ru_2.pdf
2025-04-29,"+ 400,00 KZT",400.0,KZT,Replenishment,,С Kaspi Депозита,Kaspi Bank,kaspi_ru_2.pdf
2025-04-29,"- 150,00 KZT",-150.0,KZT,Purchases,Аппарат самообслуживания,Аппарат самообслуживания,Kaspi Bank,kaspi_ru_2.pdf
2025-04-29,"- 1 795,00 KZT",-1795.0,KZT,Purchases,Magnum Cash&Carry,Magnum Cash&Carry,Kaspi Bank,kaspi_ru_2.pdf
2025-04-29,"+ 2 000,00 KZT",2000.0,KZT,Replenishment,,С Kaspi Депозита,Kaspi Bank,kaspi_ru_2.pdf
2025-04-30,"- 780,00 KZT",-780.0,KZT,Purchases,Corner Meal,Corner Meal,Kaspi Bank,kaspi_ru_2.pdf
2025-04-30,"+ 1 000,00 KZT",1000.0,KZT,Replenishment,,С Kaspi Депозита,Kaspi Bank,kaspi_ru_2.pdf
2025-04-30,"- 500,00 KZT",-500.0,KZT,Transfers,,Мансур Д.,Kaspi Bank,kaspi_ru_2.pdf
2025-04-30,"+ 500,00 KZT",500.0,KZT,Replenishment,,С Kaspi Депозита,Kaspi Bank,kaspi_ru_2.pdf
2025-04-30,"- 950,00 KZT",-950.0,KZT,Transfers,,На Kaspi Депозит,Kaspi Bank,kaspi_ru_2.pdf
2025-04-30,"+ 950,00 KZT",950.0,KZT,Replenishment,,Дамелия Д.,Kaspi Bank,kaspi_ru_2.pdf
2025-04-30,"- 950,00 KZT",-950.0,KZT,Transfers,,На Kaspi Депозит,Kaspi Bank,kaspi_ru_2.pdf
2025-04-30,"+ 950,00 KZT",950.0,KZT,Replenishment,,Айнур А.,Kaspi Bank,kaspi_ru_2.pdf
2025-04-30,"- 950,00 KZT",-950.0,KZT,Transfers,,На Kaspi Депозит,Kaspi Bank,kaspi_ru_2.pdf
2025-04-30,"+ 950,00 KZT",950.0,KZT,Replenishment,,Айзере Б.,Kaspi Bank,kaspi_ru_2.pdf
2025-04-30,"- 10 000,00 KZT",-10000.0,KZT,Transfers,,На Kaspi Депозит,Kaspi Bank,kaspi_ru_2.pdf
2025-04-30,"- 4 500,00 KZT",-4500.0,KZT,Transfers,,На Kaspi Депозит,Kaspi Bank,kaspi_ru_2.pdf
2025-04-30,"+ 4 500,00 KZT",4500.0,KZT,Replenishment,,Айзере Б.,Kaspi Bank,kaspi_ru_2.pdf
2025-04-30,"- 3 000,00 KZT",-3000.0,KZT,Transfers,,На Kaspi Депозит,Kaspi Bank,kaspi_ru_2.pdf
2025-04-30,"- 2 200,00 KZT",-2200.0,KZT,Transfers,,Темірлан Қ.,Kaspi Bank,kaspi_ru_2.pdf
2025-04-30,"- 1 400,00 KZT",-1400.0,KZT,Transfers,,На Kaspi Депозит,Kaspi Bank,kaspi_ru_2.pdf
2025-04-30,"+ 16 700,00 KZT",16700.0,KZT,Replenishment,,С карты другого банка,Kaspi Bank,kaspi_ru_2.pdf
2025-04-30,"- 4 000,00 KZT",-4000.0,KZT,Transfers,,На Kaspi Депозит,Kaspi Bank,kaspi_ru_2.pdf
2025-04-30,"+ 4 000,00 KZT",4000.0,KZT,Replenishment,,Дамелия Д.,Kaspi Bank,kaspi_ru_2.pdf
2025-04-30,"- 1 500,00 KZT",-1500.0,KZT,Transfers,,На Kaspi Депозит,Kaspi Bank,kaspi_ru_2.pdf
2025-04-30,"+ 1 600,00 KZT",1600.0,KZT,Replenishment,,Батырхан Ш.,Kaspi Bank,kaspi_ru_2.pdf
2025-04-30,"- 3 200,00 KZT",-3200.0,KZT,Purchases,KINO.KZ,KINO.KZ,Kaspi Bank,kaspi_ru_2.pdf
2025-04-30,"+ 3 200,00 KZT",3200.0,KZT,Replenishment,,С Kaspi Депозита,Kaspi Bank,kaspi_ru_2.pdf
2025-04-30,"- 10 000,00 KZT",-10000.0,KZT,Purchases,Print Station,Print Station,Kaspi Bank,kaspi_ru_2.pdf
2025-04-30,"+ 10 000,00 KZT",10000.0,KZT,Replenishment,,С Kaspi Депозита,Kaspi Bank,kaspi_ru_2.pdf
2025-04-30,"- 600,00 KZT",-600.0,KZT,Purchases,ИП Берсиновв,ИП Берсиновв,Kaspi Bank,kaspi_ru_2.pdf
2025-04-30,"+ 300,00 KZT",300.0,KZT,Replenishment,,С Kaspi Депозита,Kaspi Bank,kaspi_ru_2.pdf
2025-05-01,"- 1 490,00 KZT",-1490.0,KZT,Purchases,Oneshott Nazarbayev,Oneshott Nazarbayev,Kaspi Bank,kaspi_ru_2.pdf
2025-05-01,"+ 1 300,00 KZT",1300.0,KZT,Replenishment,,С Kaspi Депозита,Kaspi Bank,kaspi_ru_2.pdf
2025-05-01,"- 950,00 KZT",-950.0,KZT,Transfers,,На Kaspi Депозит,Kaspi Bank,kaspi_ru_2.pdf
2025-05-01,"+ 950,00 KZT",950.0,KZT,Replenishment,,Əділет Т.,Kaspi Bank,kaspi_ru_2.pdf
2025-05-01,"- 5 000,00 KZT",-5000.0,KZT,Transfers,,Темірлан Қ.,Kaspi Bank,kaspi_ru_2.pdf
2025-05-01,"+ 5 000,00 KZT",5000.0,KZT,Replenishment,,С Kaspi Депозита,Kaspi Bank,kaspi_ru_2.pdf
2025-05-02,"- 2 600,00 KZT",-2600.0,KZT,Purchases,YANDEX.DELIVERY,YANDEX.DELIVERY,Kaspi Bank,kaspi_ru_2.pdf
2025-05-02,"+ 769,00 KZT",769.0,KZT,Replenishment,,С карты другого банка,Kaspi Bank,kaspi_ru_2.pdf
2025-05-02,"+ 878,00 KZT",878.0,KZT,Replenishment,,С Kaspi Депозита,Kaspi Bank,kaspi_ru_2.pdf
2025-05-02,"- 21 000,00 KZT",-21000.0,KZT,Purchases,Print Station,Print Station,Kaspi Bank,kaspi_ru_2.pdf
2025-05-02,"+ 17 500,00 KZT",17500.0,KZT,Replenishment,,С Kaspi Депозита,Kaspi Bank,kaspi_ru_2.pdf
2025-05-02,"+ 5 000,00 KZT",5000.0,KZT,Replenishment,,С карты другого банка,Kaspi Bank,kaspi_ru_2.pdf
2025-05-02,"- 150,00 KZT",-150.0,KZT,Purchases,Аппарат самообслуживания,Аппарат самообслуживания,Kaspi Bank,kaspi_ru_2.pdf
2025-05-02,"- 1 290,00 KZT",-1290.0,KZT,Purchases,Central Astana,Central Astana,Kaspi Bank,kaspi_ru_2.pdf
2025-05-02,"+ 1 500,00 KZT",1500.0,KZT,Replenishment,,С Kaspi Депозита,Kaspi Bank,kaspi_ru_2.pdf
2025-05-02,"- 300,00 KZT",-300.0,KZT,Purchases,USM Astana,USM Astana,Kaspi Bank,kaspi_ru_2.pdf
2025-05-02,"+ 300,00 KZT",300.0,KZT,Replenishment,,С Kaspi Депозита,Kaspi Bank,kaspi_ru_2.pdf
2025-05-02,"- 2 000,00 KZT",-2000.0,KZT,Transfers,,Мансур Д.,Kaspi Bank,kaspi_ru_2.pdf
2025-05-02,"+ 950,00 KZT",950.0,KZT,Replenishment,,Дінмұхаммед С.,Kaspi Bank,kaspi_ru_2.pdf
2025-05-02,"+ 950,00 KZT",950.0,KZT,Replenishment,,Аяулым Ф.,Kaspi Bank,kaspi_ru_2.pdf
2025-05-02,"- 900,00 KZT",-900.0,KZT,Purchases,Q-tea,Q-tea,Kaspi Bank,kaspi_ru_2.pdf
2025-05-02,"+ 900,00 KZT",900.0,KZT,Replenishment,,С Kaspi Депозита,Kaspi Bank,kaspi_ru_2.pdf
2025-05-03,"+ 1 085,00 KZT",1085.0,KZT,Replenishment,,Айбар А.,Kaspi Bank,kaspi_ru_2.pdf
2025-05-03,"- 1 050,00 KZT",-1050.0,KZT,Transfers,,Абылайхан С.,Kaspi Bank,kaspi_ru_2.pdf
2025-05-03,"+ 1 050,00 KZT",1050.0,KZT,Replenishment,,С Kaspi Депозита,Kaspi Bank,kaspi_ru_2.pdf
2025-05-03,"- 2 500,00 KZT",-2500.0,KZT,Purchases,I'M Restaurants,I'M Restaurants,Kaspi Bank,kaspi_ru_2.pdf
2025-05-03,"+ 500,00 KZT",500.0,KZT,Replenishment,,С Kaspi Депозита,Kaspi Bank,kaspi_ru_2.pdf
2025-05-03,"+ 2 000,00 KZT",2000.0,KZT,Replenishment,,Айым Ш.,Kaspi Bank,kaspi_ru_2.pdf
2025-05-03,"- 110,00 KZT",-110.0,KZT,Purchases,Avtobys. Пригород. Оплата проезда по QR,Avtobys. Пригород. Оплата проезда по QR,Kaspi Bank,kaspi_ru_2.pdf
2025-05-03,"- 500,00 KZT",-500.0,KZT,Purchases,Садака в мечети,Садака в мечети,Kaspi Bank,kaspi_ru_2.pdf
2025-05-03,"+ 500,00 KZT",500.0,KZT,Replenishment,,С Kaspi Депозита,Kaspi Bank,kaspi_ru_2.pdf
2025-05-03,"- 110,00 KZT",-110.0,KZT,Purchases,Avtobys. Пригород. Оплата проезда по QR,Avtobys. Пригород. Оплата проезда по QR,Kaspi Bank,kaspi_ru_2.pdf
2025-05-03,"+ 200,00 KZT",200.0,KZT,Replenishment,,С Kaspi Депозита,Kaspi Bank,kaspi_ru_2.pdf
2025-05-03,"- 1 490,00 KZT",-1490.0,KZT,Purchases,Oneshott Nazarbayev,Oneshott Nazarbayev,Kaspi Bank,kaspi_ru_2.pdf
2025-05-03,"+ 1 500,00 KZT",1500.0,KZT,Replenishment,,С Kaspi Депозита,Kaspi Bank,kaspi_ru_2.pdf
2025-05-03,"- 5 700,00 KZT",-5700.0,KZT,Transfers,,На Kaspi Депозит,Kaspi Bank,kaspi_ru_2.pdf
2025-05-03,"- 2 000,00 KZT",-2000.0,KZT,Transfers,,Айым Ш.,Kaspi Bank,kaspi_ru_2.pdf
2025-05-03,"+ 7 000,00 KZT",7000.0,KZT,Replenishment,,С карты другого банка,Kaspi Bank,kaspi_ru_2.pdf
2025-05-04,"+ 400,00 KZT",400.0,KZT,Replenishment,,Айнур А.,Kaspi Bank,kaspi_ru_2.pdf
2025-05-04,"- 50 176,00 KZT",-50176.0,KZT,Transfers,,Angi K.,Kaspi Bank,kaspi_ru_2.pdf
2025-05-04,"+ 4 000,00 KZT",4000.0,KZT,Replenishment,,С карты другого банка,Kaspi Bank,kaspi_ru_2.pdf
2025-05-04,"+ 4 271,00 KZT",4271.0,KZT,Replenishment,,Диас Н.,Kaspi Bank,kaspi_ru_2.pdf
2025-05-04,"+ 4 150,00 KZT",4150.0,KZT,Replenishment,,С карты другого банка,Kaspi Bank,kaspi_ru_2.pdf
