date,amount_raw,amount,currency,operation,merchant,details,bank,source_file
2025-01-14,"+ 1 600,00 KZT",1600.0,KZT,Replenishment,,С карты другого банка,Kaspi Bank,kaspi_ru.pdf
2025-01-14,"- 6 400,00 KZT",-6400.0,KZT,Purchases,BRO ENU,BRO ENU,Kaspi Bank,kaspi_ru.pdf
2025-01-14,"+ 1 600,00 KZT",1600.0,KZT,Replenishment,,Медгат А.,Kaspi Bank,kaspi_ru.pdf
2025-01-14,"+ 5 000,00 KZT",5000.0,KZT,Replenishment,,Ерасыл С.,Kaspi Bank,kaspi_ru.pdf
2025-01-14,"- 110,00 KZT",-110.0,KZT,Purchases,Avtobys. Оплата проезда по QR,Avtobys. Оплата проезда по QR,Kaspi Bank,kaspi_ru.pdf
2025-01-14,"- 289,00 KZT",-289.0,KZT,Purchases,Magnum Cash&Carry,Magnum Cash&Carry,Kaspi Bank,kaspi_ru.pdf
2025-01-14,"- 1 413,00 KZT",-1413.0,KZT,Purchases,Magnum Cash&Carry,Magnum Cash&Carry,Kaspi Bank,kaspi_ru.pdf
2025-01-14,"+ 1 400,00 KZT",1400.0,KZT,Replenishment,,Медгат А.,Kaspi Bank,kaspi_ru.pdf
2025-01-15,"- 213,00 KZT",-213.0,KZT,Purchases,Magnum Cash&Carry,Magnum Cash&Carry,Kaspi Bank,kaspi_ru.pdf
2025-01-15,"- 10 500,00 KZT",-10500.0,KZT,Transfers,,Мөлдір Б.,Kaspi Bank,kaspi_ru.pdf
2025-01-15,"- 6 000,00 KZT",-6000.0,KZT,Transfers,,Айдос Д.,Kaspi Bank,kaspi_ru.pdf
2025-01-15,"- 5 000,00 KZT",-5000.0,KZT,Transfers,,Ерасыл С.,Kaspi Bank,kaspi_ru.pdf
2025-01-15,"- 6 000,00 KZT",-6000.0,KZT,Transfers,,Амангелді А.,Kaspi Bank,kaspi_ru.pdf
2025-01-15,"+ 56 471,11 KZT",56471.11,KZT,Replenishment,,С карты другого банка,Kaspi Bank,kaspi_ru.pdf
2025-01-15,"- 510,00 KZT",-510.0,KZT,Purchases,SMALL,SMALL,Kaspi Bank,kaspi_ru.pdf
2025-01-15,"+ 600,00 KZT",600.0,KZT,Replenishment,,Мөлдір Б.,Kaspi Bank,kaspi_ru.pdf
2025-01-16,"- 900,00 KZT",-900.0,KZT,Purchases,Бахтияр Магазин,Бахтияр Магазин,Kaspi Bank,kaspi_ru.pdf
2025-01-16,"- 389,00 KZT",-389.0,KZT,Purchases,Magnum Cash&Carry,Magnum Cash&Carry,Kaspi Bank,kaspi_ru.pdf
2025-01-16,"- 299,00 KZT",-299.0,KZT,Purchases,Magnum Cash&Carry,Magnum Cash&Carry,Kaspi Bank,kaspi_ru.pdf
2025-01-17,"- 2 280,00 KZT",-2280.0,KZT,Purchases,Hero7,Hero7,Kaspi Bank,kaspi_ru.pdf
2025-01-17,"- 570,00 KZT",-570.0,KZT,Purchases,Hero7,Hero7,Kaspi Bank,kaspi_ru.pdf
2025-01-17,"- 1 100,00 KZT",-1100.0,KZT,Purchases,Ип Медина,Ип Медина,Kaspi Bank,kaspi_ru.pdf
2025-01-17,"- 5 000,00 KZT",-5000.0,KZT,Purchases,HERO 7,HERO 7,Kaspi Bank,kaspi_ru.pdf
2025-01-17,"- 570,00 KZT",-570.0,KZT,Purchases,Hero7,Hero7,Kaspi Bank,kaspi_ru.pdf
2025-01-17,"+ 1 900,00 KZT",1900.0,KZT,Replenishment,,Динара Ж.,Kaspi Bank,kaspi_ru.pdf
2025-01-17,"- 300,00 KZT",-300.0,KZT,Purchases,PANINI ARU,PANINI ARU,Kaspi Bank,kaspi_ru.pdf
2025-01-17,"- 3 850,00 KZT",-3850.0,KZT,Purchases,PANINI ARU,PANINI ARU,Kaspi Bank,kaspi_ru.pdf
2025-01-17,"- 780,00 KZT",-780.0,KZT,Purchases,Magnum Cash&Carry,Magnum Cash&Carry,Kaspi Bank,kaspi_ru.pdf
2025-01-17,"- 140,00 KZT",-140.0,KZT,Purchases,Шагынмаркет ЖАЙЛЫ,Шагынмаркет ЖАЙЛЫ,Kaspi Bank,kaspi_ru.pdf
2025-01-18,"+ 650,00 KZT",650.0,KZT,Replenishment,,Сымбат З.,Kaspi Bank,kaspi_ru.pdf
2025-01-18,"- 2 000,00 KZT",-2000.0,KZT,Transfers,,Бакытбек Р.,Kaspi Bank,kaspi_ru.pdf
2025-01-18,"- 110,00 KZT",-110.0,KZT,Purchases,Avtobys. Оплата проезда по QR,Avtobys. Оплата проезда по QR,Kaspi Bank,kaspi_ru.pdf
2025-01-18,"- 640,00 KZT",-640.0,KZT,Purchases,Hero7,Hero7,Kaspi Bank,kaspi_ru.pdf
2025-01-18,"+ 300,00 KZT",300.0,KZT,Replenishment,,Нурсултан Т.,Kaspi Bank,kaspi_ru.pdf
2025-01-18,"- 300,00 KZT",-300.0,KZT,Purchases,HERO 7,HERO 7,Kaspi Bank,kaspi_ru.pdf
2025-01-18,"+ 800,00 KZT",800.0,KZT,Replenishment,,Ұлжан Т.,Kaspi Bank,kaspi_ru.pdf
2025-01-19,"- 6 000,00 KZT",-6000.0,KZT,Purchases,Наб. Коньки,Наб. Коньки,Kaspi Bank,kaspi_ru.pdf
2025-01-19,"- 4 000,00 KZT",-4000.0,KZT,Transfers,,Нұрлан М.,Kaspi Bank,kaspi_ru.pdf
2025-01-19,"- 1 000,00 KZT",-1000.0,KZT,Transfers,,Ермек С.,Kaspi Bank,kaspi_ru.pdf
2025-01-19,"- 300,00 KZT",-300.0,KZT,Transfers,,Нурсултан Т.,Kaspi Bank,kaspi_ru.pdf
2025-01-19,"- 1 500,00 KZT",-1500.0,KZT,Transfers,,Нурсултан Т.,Kaspi Bank,kaspi_ru.pdf
2025-01-19,"- 350,00 KZT",-350.0,KZT,Purchases,Magnum Cash&Carry,Magnum Cash&Carry,Kaspi Bank,kaspi_ru.pdf
2025-01-20,"+ 650,00 KZT",650.0,KZT,Replenishment,,Арай А.,Kaspi Bank,kaspi_ru.pdf
2025-01-20,"- 1 096,00 KZT",-1096.0,KZT,Purchases,Magnum Cash&Carry,Magnum Cash&Carry,Kaspi Bank,kaspi_ru.pdf
2025-01-20,"+ 1 300,00 KZT",1300.0,KZT,Replenishment,,Медгат А.,Kaspi Bank,kaspi_ru.pdf
2025-01-20,"- 3 000,00 KZT",-3000.0,KZT,Transfers,,Алмас Б.,Kaspi Bank,kaspi_ru.pdf
2025-01-20,"- 70,00 KZT",-70.0,KZT,Purchases,ип абилтаева,ип абилтаева,Kaspi Bank,kaspi_ru.pdf
2025-01-20,"- 1 000,00 KZT",-1000.0,KZT,Transfers,,Нұрлан М.,Kaspi Bank,kaspi_ru.pdf
2025-01-20,"+ 3 000,00 KZT",3000.0,KZT,Replenishment,,Алмас Б.,Kaspi Bank,kaspi_ru.pdf
2025-01-21,"- 1 900,00 KZT",-1900.0,KZT,Transfers,,Медгат А.,Kaspi Bank,kaspi_ru.pdf
2025-01-21,"+ 1 900,00 KZT",1900.0,KZT,Replenishment,,Медгат А.,Kaspi Bank,kaspi_ru.pdf
2025-01-21,"- 3 000,00 KZT",-3000.0,KZT,Transfers,,Нурсултан Т.,Kaspi Bank,kaspi_ru.pdf
2025-01-21,"+ 3 000,00 KZT",3000.0,KZT,Replenishment,,Ерасыл С.,Kaspi Bank,kaspi_ru.pdf
2025-01-21,"- 120,00 KZT",-120.0,KZT,Transfers,,Назия М.,Kaspi Bank,kaspi_ru.pdf
2025-01-21,"- 1 500,00 KZT",-1500.0,KZT,Transfers,,Ермек С.,Kaspi Bank,kaspi_ru.pdf
2025-01-22,"- 1 461,00 KZT",-1461.0,KZT,Purchases,Magnum Cash&Carry,Magnum Cash&Carry,Kaspi Bank,kaspi_ru.pdf
2025-01-22,"+ 350,00 KZT",350.0,KZT,Replenishment,,Медгат А.,Kaspi Bank,kaspi_ru.pdf
2025-01-22,"+ 1 200,00 KZT",1200.0,KZT,Replenishment,,Медгат А.,Kaspi Bank,kaspi_ru.pdf
2025-01-22,"- 110,00 KZT",-110.0,KZT,Purchases,Avtobys. Оплата проезда по QR,Avtobys. Оплата проезда по QR,Kaspi Bank,kaspi_ru.pdf
2025-01-23,"- 800,00 KZT",-800.0,KZT,Transfers,,Сеймур Г.,Kaspi Bank,kaspi_ru.pdf
2025-01-23,"+ 1 890,00 KZT",1890.0,KZT,Replenishment,,Медгат А.,Kaspi Bank,kaspi_ru.pdf
2025-01-24,"- 2 400,00 KZT",-2400.0,KZT,Purchases,Daskinburger,Daskinburger,Kaspi Bank,kaspi_ru.pdf
2025-01-24,"- 1 630,00 KZT",-1630.0,KZT,Purchases,Бахтияр Магазин,Бахтияр Магазин,Kaspi Bank,kaspi_ru.pdf
2025-01-24,"- 320,00 KZT",-320.0,KZT,Purchases,Бахтияр Магазин,Бахтияр Магазин,Kaspi Bank,kaspi_ru.pdf
2025-01-24,"- 4 000,00 KZT",-4000.0,KZT,Transfers,,Санжар С.,Kaspi Bank,kaspi_ru.pdf
2025-01-24,"+ 10 000,00 KZT",10000.0,KZT,Replenishment,,Нұрсұлтан Т.,Kaspi Bank,kaspi_ru.pdf
2025-01-24,"- 1 486,00 KZT",-1486.0,KZT,Purchases,Magnum Cash&Carry,Magnum Cash&Carry,Kaspi Bank,kaspi_ru.pdf
2025-01-24,"+ 200,00 KZT",200.0,KZT,Others,,Отмена комиссии за перевод на карту др. банка,Kaspi Bank,kaspi_ru.pdf
2025-01-24,"+ 1 600,00 KZT",1600.0,KZT,Transfers,,Отмена перевода на карту другого банка,Kaspi Bank,kaspi_ru.pdf
2025-01-24,"- 200,00 KZT",-200.0,KZT,Others,,Отмена комиссии за перевод на карту др. банка,Kaspi Bank,kaspi_ru.pdf
2025-01-24,"- 1 600,00 KZT",-1600.0,KZT,Transfers,,На карту Halyk Bank*2609,Kaspi Bank,kaspi_ru.pdf
2025-01-24,"+ 1 500,00 KZT",1500.0,KZT,Replenishment,,Айдын Ж.,Kaspi Bank,kaspi_ru.pdf
2025-01-24,"- 1 000,00 KZT",-1000.0,KZT,Transfers,,Альбина Б.,Kaspi Bank,kaspi_ru.pdf
2025-01-24,"+ 200,00 KZT",200.0,KZT,Replenishment,,Рустем І.,Kaspi Bank,kaspi_ru.pdf
2025-01-24,"+ 200,00 KZT",200.0,KZT,Replenishment,,Амангелді А.,Kaspi Bank,kaspi_ru.pdf
2025-01-24,"- 1 395,00 KZT",-1395.0,KZT,Purchases,Magnum Cash&Carry,Magnum Cash&Carry,Kaspi Bank,kaspi_ru.pdf
2025-01-24,"+ 1 500,00 KZT",1500.0,KZT,Replenishment,,Санжар С.,Kaspi Bank,kaspi_ru.pdf
2025-01-24,"- 400,00 KZT",-400.0,KZT,Transfers,,Санжар С.,Kaspi Bank,kaspi_ru.pdf
2025-01-25,"- 500,00 KZT",-500.0,KZT,Transfers,,Бексултан Ш.,Kaspi Bank,kaspi_ru.pdf
2025-01-25,"- 3 000,00 KZT",-3000.0,KZT,Transfers,,Ерасыл С.,Kaspi Bank,kaspi_ru.pdf
2025-01-25,"- 10 000,00 KZT",-10000.0,KZT,Transfers,,Нұрсұлтан Т.,Kaspi Bank,kaspi_ru.pdf
2025-01-25,"+ 10 000,00 KZT",10000.0,KZT,Replenishment,,В Kaspi Банкомате,Kaspi Bank,kaspi_ru.pdf
2025-01-25,"- 1 475,00 KZT",-1475.0,KZT,Purchases,Magnum Cash&Carry,Magnum Cash&Carry,Kaspi Bank,kaspi_ru.pdf
2025-01-25,"+ 1 400,00 KZT",1400.0,KZT,Replenishment,,Медгат А.,Kaspi Bank,kaspi_ru.pdf
2025-01-25,"+ 2 300,00 KZT",2300.0,KZT,Replenishment,,Ермек С.,Kaspi Bank,kaspi_ru.pdf
2025-01-25,"- 800,00 KZT",-800.0,KZT,Purchases,Аружан,Аружан,Kaspi Bank,kaspi_ru.pdf
2025-01-25,"+ 1 500,00 KZT",1500.0,KZT,Replenishment,,Динара Ж.,Kaspi Bank,kaspi_ru.pdf
2025-01-25,"- 120,00 KZT",-120.0,KZT,Purchases,Магазин Гаухар,Магазин Гаухар,Kaspi Bank,kaspi_ru.pdf
2025-01-26,"- 309,00 KZT",-309.0,KZT,Purchases,Magnum Cash&Carry,Magnum Cash&Carry,Kaspi Bank,kaspi_ru.pdf
2025-01-26,"+ 365,00 KZT",365.0,KZT,Replenishment,,Мадияр К.,Kaspi Bank,kaspi_ru.pdf
2025-01-26,"+ 700,00 KZT",700.0,KZT,Replenishment,,Динара Ж.,Kaspi Bank,kaspi_ru.pdf
2025-01-27,"- 890,00 KZT",-890.0,KZT,Purchases,ИП Амангайша,ИП Амангайша,Kaspi Bank,kaspi_ru.pdf
2025-01-27,"- 4 800,00 KZT",-4800.0,KZT,Transfers,,Нуржан Е.,Kaspi Bank,kaspi_ru.pdf
2025-01-27,"+ 1 200,00 KZT",1200.0,KZT,Replenishment,,Аружан Б.,Kaspi Bank,kaspi_ru.pdf
2025-01-27,"+ 3 600,00 KZT",3600.0,KZT,Replenishment,,Айда У.,Kaspi Bank,kaspi_ru.pdf
2025-01-27,"- 170,00 KZT",-170.0,KZT,Purchases,Магазин Гаухар,Магазин Гаухар,Kaspi Bank,kaspi_ru.pdf
2025-01-27,"- 3 500,00 KZT",-3500.0,KZT,Transfers,,Женискуль Е.,Kaspi Bank,kaspi_ru.pdf
2025-01-27,"- 2 600,00 KZT",-2600.0,KZT,Transfers,,Амангелді А.,Kaspi Bank,kaspi_ru.pdf
2025-01-27,"- 100,00 KZT",-100.0,KZT,Transfers,,Роза А.,Kaspi Bank,kaspi_ru.pdf
2025-01-27,"+ 24 000,00 KZT",24000.0,KZT,Replenishment,,В Kaspi Банкомате,Kaspi Bank,kaspi_ru.pdf
2025-01-27,"- 70,00 KZT",-70.0,KZT,Purchases,сатти,сатти,Kaspi Bank,kaspi_ru.pdf
2025-01-27,"- 110,00 KZT",-110.0,KZT,Purchases,Avtobys. Оплата проезда по QR,Avtobys. Оплата проезда по QR,Kaspi Bank,kaspi_ru.pdf
2025-01-27,"- 2 600,00 KZT",-2600.0,KZT,Purchases,NU.EDU.KZ,NU.EDU.KZ,Kaspi Bank,kaspi_ru.pdf
2025-01-27,"+ 2 600,00 KZT",2600.0,KZT,Replenishment,,Амангелді А.,Kaspi Bank,kaspi_ru.pdf
2025-01-27,"- 110,00 KZT",-110.0,KZT,Purchases,Avtobys. Оплата проезда по QR,Avtobys. Оплата проезда по QR,Kaspi Bank,kaspi_ru.pdf
2025-01-27,"- 120,00 KZT",-120.0,KZT,Purchases,Магазин Гаухар,Магазин Гаухар,Kaspi Bank,kaspi_ru.pdf
2025-01-28,"- 110,00 KZT",-110.0,KZT,Purchases,Avtobys. Оплата проезда по QR,Avtobys. Оплата проезда по QR,Kaspi Bank,kaspi_ru.pdf
2025-01-28,"- 949,00 KZT",-949.0,KZT,Purchases,Magnum Cash&Carry,Magnum Cash&Carry,Kaspi Bank,kaspi_ru.pdf
2025-01-28,"+ 1 000,00 KZT",1000.0,KZT,Replenishment,,Айдын Ж.,Kaspi Bank,kaspi_ru.pdf
2025-01-28,"- 110,00 KZT",-110.0,KZT,Purchases,Avtobys. Оплата проезда по QR,Avtobys. Оплата проезда по QR,Kaspi Bank,kaspi_ru.pdf
2025-01-28,"- 240,00 KZT",-240.0,KZT,Purchases,Burabay,Burabay,Kaspi Bank,kaspi_ru.pdf
2025-01-28,"- 16 000,00 KZT",-16000.0,KZT,Transfers,,Дамира Б.,Kaspi Bank,kaspi_ru.pdf
2025-01-28,"- 800,00 KZT",-800.0,KZT,Transfers,,Сеймур Г.,Kaspi Bank,kaspi_ru.pdf
2025-01-29,"- 120,00 KZT",-120.0,KZT,Purchases,Магазин Гаухар,Магазин Гаухар,Kaspi Bank,kaspi_ru.pdf
2025-01-29,"- 600,00 KZT",-600.0,KZT,Transfers,,Амангелді А.,Kaspi Bank,kaspi_ru.pdf
2025-01-29,"- 420,00 KZT",-420.0,KZT,Purchases,БЕГІМ -АЙ,БЕГІМ -АЙ,Kaspi Bank,kaspi_ru.pdf
2025-01-30,"- 550,00 KZT",-550.0,KZT,Purchases,YANDEX.GO,YANDEX.GO,Kaspi Bank,kaspi_ru.pdf
2025-01-30,"- 1 429,00 KZT",-1429.0,KZT,Purchases,Magnum Cash&Carry,Magnum Cash&Carry,Kaspi Bank,kaspi_ru.pdf
2025-01-30,"+ 1 260,00 KZT",1260.0,KZT,Replenishment,,Медгат А.,Kaspi Bank,kaspi_ru.pdf
2025-01-30,"+ 250,00 KZT",250.0,KZT,Replenishment,,Мадияр К.,Kaspi Bank,kaspi_ru.pdf
2025-01-30,"- 720,00 KZT",-720.0,KZT,Purchases,Айна,Айна,Kaspi Bank,kaspi_ru.pdf
2025-01-30,"- 845,00 KZT",-845.0,KZT,Purchases,Magnum Cash&Carry,Magnum Cash&Carry,Kaspi Bank,kaspi_ru.pdf
2025-01-30,"- 10 000,00 KZT",-10000.0,KZT,Withdrawal,Банкомат Aruzhan,Банкомат Aruzhan,Kaspi Bank,kaspi_ru.pdf
2025-01-30,"+ 10 000,00 KZT",10000.0,KZT,Replenishment,,Бекмухан Т.,Kaspi Bank,kaspi_ru.pdf
2025-01-30,"- 110,00 KZT",-110.0,KZT,Purchases,Avtobys. Оплата проезда по QR,Avtobys. Оплата проезда по QR,Kaspi Bank,kaspi_ru.pdf
2025-01-30,"- 678,00 KZT",-678.0,KZT,Transfers,,Дастан Т.,Kaspi Bank,kaspi_ru.pdf
2025-01-30,"- 1 460,00 KZT",-1460.0,KZT,Purchases,Z-313 г. Астана,Z-313 г. Астана,Kaspi Bank,kaspi_ru.pdf
2025-01-30,"+ 1 100,00 KZT",1100.0,KZT,Replenishment,,Алмас Б.,Kaspi Bank,kaspi_ru.pdf
2025-01-30,"- 6 600,00 KZT",-6600.0,KZT,Purchases,Kina,Kina,Kaspi Bank,kaspi_ru.pdf
2025-01-30,"+ 1 600,00 KZT",1600.0,KZT,Replenishment,,Нұрлан М.,Kaspi Bank,kaspi_ru.pdf
2025-01-30,"+ 1 100,00 KZT",1100.0,KZT,Replenishment,,Амангелді А.,Kaspi Bank,kaspi_ru.pdf
2025-01-30,"+ 1 000,00 KZT",1000.0,KZT,Replenishment,,Əли С.,Kaspi Bank,kaspi_ru.pdf
2025-01-30,"+ 20 045,00 KZT",20045.0,KZT,Replenishment,,С карты другого банка,Kaspi Bank,kaspi_ru.pdf
2025-01-31,"- 1 520,00 KZT",-1520.0,KZT,Purchases,Ailand,Ailand,Kaspi Bank,kaspi_ru.pdf
2025-01-31,"- 5 800,00 KZT",-5800.0,KZT,Transfers,,Қаршыға К.,Kaspi Bank,kaspi_ru.pdf
2025-01-31,"- 350,00 KZT",-350.0,KZT,Purchases,Магазин Гаухар,Магазин Гаухар,Kaspi Bank,kaspi_ru.pdf
2025-01-31,"- 110,00 KZT",-110.0,KZT,Purchases,Avtobys. Оплата проезда по QR,Avtobys. Оплата проезда по QR,Kaspi Bank,kaspi_ru.pdf
2025-01-31,"- 540,00 KZT",-540.0,KZT,Purchases,Beeline,Beeline,Kaspi Bank,kaspi_ru.pdf
2025-01-31,"+ 7 500,00 KZT",7500.0,KZT,Replenishment,,Медгат А.,Kaspi Bank,kaspi_ru.pdf
2025-01-31,"- 626,00 KZT",-626.0,KZT,Purchases,Magnum Cash&Carry,Magnum Cash&Carry,Kaspi Bank,kaspi_ru.pdf
2025-01-31,"- 370,00 KZT",-370.0,KZT,Purchases,Magnum Cash&Carry,Magnum Cash&Carry,Kaspi Bank,kaspi_ru.pdf
2025-01-31,"- 110,00 KZT",-110.0,KZT,Purchases,Avtobys. Оплата проезда по QR,Avtobys. Оплата проезда по QR,Kaspi Bank,kaspi_ru.pdf
2025-02-01,"- 219,00 KZT",-219.0,KZT,Purchases,Magnum Cash&Carry,Magnum Cash&Carry,Kaspi Bank,kaspi_ru.pdf
2025-02-01,"- 400,00 KZT",-400.0,KZT,Purchases,Z-313 г. Астана,Z-313 г. Астана,Kaspi Bank,kaspi_ru.pdf
2025-02-01,"+ 1 439,00 KZT",1439.0,KZT,Replenishment,,Interpay*Taxi,Kaspi Bank,kaspi_ru.pdf
2025-02-01,"+ 1 570,00 KZT",1570.0,KZT,Replenishment,,Юлия Б.,Kaspi Bank,kaspi_ru.pdf
2025-02-01,"+ 2 370,00 KZT",2370.0,KZT,Replenishment,,Аружан Т.,Kaspi Bank,kaspi_ru.pdf
2025-02-01,"+ 1 240,00 KZT",1240.0,KZT,Replenishment,,Гульдана К.,Kaspi Bank,kaspi_ru.pdf
2025-02-01,"- 990,00 KZT",-990.0,KZT,Purchases,БЕГІМ -АЙ,БЕГІМ -АЙ,Kaspi Bank,kaspi_ru.pdf
2025-02-02,"- 200,00 KZT",-200.0,KZT,Others,,Отмена комиссии за перевод на карту др. банка,Kaspi Bank,kaspi_ru.pdf
2025-02-02,"- 500,00 KZT",-500.0,KZT,Transfers,,На карту Halyk Bank*7513,Kaspi Bank,kaspi_ru.pdf
2025-02-02,"- 459,00 KZT",-459.0,KZT,Purchases,Magnum Cash&Carry,Magnum Cash&Carry,Kaspi Bank,kaspi_ru.pdf
2025-02-02,"- 2 929,00 KZT",-2929.0,KZT,Purchases,YANDEX.EDA,YANDEX.EDA,Kaspi Bank,kaspi_ru.pdf
2025-02-02,"+ 20,00 KZT",20.0,KZT,Purchases,YANDEX.GO,YANDEX.GO,Kaspi Bank,kaspi_ru.pdf
2025-02-02,"- 20,00 KZT",-20.0,KZT,Purchases,YANDEX.GO,YANDEX.GO,Kaspi Bank,kaspi_ru.pdf
2025-02-02,"- 1 000,00 KZT",-1000.0,KZT,Transfers,,Ермек С.,Kaspi Bank,kaspi_ru.pdf
2025-02-02,"- 110,00 KZT",-110.0,KZT,Purchases,Avtobys. Оплата проезда по QR,Avtobys. Оплата проезда по QR,Kaspi Bank,kaspi_ru.pdf
2025-02-03,"- 2 660,00 KZT",-2660.0,KZT,Purchases,Оплата Кюар,Оплата Кюар,Kaspi Bank,kaspi_ru.pdf
2025-02-03,"+ 450,00 KZT",450.0,KZT,Replenishment,,Əли С.,Kaspi Bank,kaspi_ru.pdf
2025-02-03,"+ 250,00 KZT",250.0,KZT,Replenishment,,Алмас Б.,Kaspi Bank,kaspi_ru.pdf
2025-02-03,"+ 750,00 KZT",750.0,KZT,Replenishment,,Рустем І.,Kaspi Bank,kaspi_ru.pdf
2025-02-03,"+ 250,00 KZT",250.0,KZT,Replenishment,,Алибек А.,Kaspi Bank,kaspi_ru.pdf
2025-02-03,"- 500,00 KZT",-500.0,KZT,Purchases,АЗС-8,АЗС-8,Kaspi Bank,kaspi_ru.pdf
2025-02-03,"- 240,00 KZT",-240.0,KZT,Purchases,ИП Сəтті,ИП Сəтті,Kaspi Bank,kaspi_ru.pdf
2025-02-03,"+ 1 120,00 KZT",1120.0,KZT,Replenishment,,Шырын Қ.,Kaspi Bank,kaspi_ru.pdf
2025-02-03,"- 280,00 KZT",-280.0,KZT,Purchases,сатти,сатти,Kaspi Bank,kaspi_ru.pdf
2025-02-03,"+ 2 000,00 KZT",2000.0,KZT,Replenishment,,Бахитжан А.,Kaspi Bank,kaspi_ru.pdf
2025-02-03,"+ 3 000,00 KZT",3000.0,KZT,Replenishment,,Алмас Б.,Kaspi Bank,kaspi_ru.pdf
2025-02-03,"- 590,00 KZT",-590.0,KZT,Purchases,АЗС 13,АЗС 13,Kaspi Bank,kaspi_ru.pdf
2025-02-03,"- 43 000,00 KZT",-43000.0,KZT,Transfers,,Амангельды Е.,Kaspi Bank,kaspi_ru.pdf
2025-02-03,"+ 43 000,00 KZT",43000.0,KZT,Replenishment,,Алмас Б.,Kaspi Bank,kaspi_ru.pdf
2025-02-03,"- 110,00 KZT",-110.0,KZT,Purchases,Магазин Гаухар,Магазин Гаухар,Kaspi Bank,kaspi_ru.pdf
2025-02-04,"- 110,00 KZT",-110.0,KZT,Purchases,Avtobys. Оплата проезда по QR,Avtobys. Оплата проезда по QR,Kaspi Bank,kaspi_ru.pdf
2025-02-04,"- 1 200,00 KZT",-1200.0,KZT,Transfers,,Нəзира Ж.,Kaspi Bank,kaspi_ru.pdf
2025-02-04,"- 290,00 KZT",-290.0,KZT,Purchases,Magnum Cash&Carry,Magnum Cash&Carry,Kaspi Bank,kaspi_ru.pdf
2025-02-04,"- 110,00 KZT",-110.0,KZT,Purchases,Avtobys. Оплата проезда по QR,Avtobys. Оплата проезда по QR,Kaspi Bank,kaspi_ru.pdf
2025-02-04,"+ 500,00 KZT",500.0,KZT,Replenishment,,Алмас Б.,Kaspi Bank,kaspi_ru.pdf
2025-02-04,"+ 500,00 KZT",500.0,KZT,Replenishment,,Əли С.,Kaspi Bank,kaspi_ru.pdf
2025-02-04,"- 2 050,00 KZT",-2050.0,KZT,Purchases,Z-313 г. Астана,Z-313 г. Астана,Kaspi Bank,kaspi_ru.pdf
2025-02-04,"+ 500,00 KZT",500.0,KZT,Replenishment,,Дінислам А.,Kaspi Bank,kaspi_ru.pdf
2025-02-04,"+ 500,00 KZT",500.0,KZT,Replenishment,,Нұрлан М.,Kaspi Bank,kaspi_ru.pdf
2025-02-04,"+ 500,00 KZT",500.0,KZT,Replenishment,,Əли С.,Kaspi Bank,kaspi_ru.pdf
2025-02-05,"- 1 650,00 KZT",-1650.0,KZT,Transfers,,Куаныш А.,Kaspi Bank,kaspi_ru.pdf
2025-02-05,"- 4 490,00 KZT",-4490.0,KZT,Purchases,LC Waikiki,LC Waikiki,Kaspi Bank,kaspi_ru.pdf
2025-02-05,"+ 4 500,00 KZT",4500.0,KZT,Replenishment,,Санжар С.,Kaspi Bank,kaspi_ru.pdf
2025-02-05,"- 6 000,00 KZT",-6000.0,KZT,Transfers,,Ермек С.,Kaspi Bank,kaspi_ru.pdf
2025-02-05,"- 1 000,00 KZT",-1000.0,KZT,Transfers,,Альбина Б.,Kaspi Bank,kaspi_ru.pdf
2025-02-05,"+ 1 250,00 KZT",1250.0,KZT,Replenishment,,Сайран Н.,Kaspi Bank,kaspi_ru.pdf
2025-02-05,"+ 166 256,51 KZT",166256.51,KZT,Replenishment,,С карты другого банка,Kaspi Bank,kaspi_ru.pdf
2025-02-05,"- 2 100,00 KZT",-2100.0,KZT,Purchases,PANINI ARU,PANINI ARU,Kaspi Bank,kaspi_ru.pdf
2025-02-05,"- 1 298,00 KZT",-1298.0,KZT,Purchases,Magnum Cash&Carry,Magnum Cash&Carry,Kaspi Bank,kaspi_ru.pdf
2025-02-05,"+ 2 200,00 KZT",2200.0,KZT,Replenishment,,Аружан Ə.,Kaspi Bank,kaspi_ru.pdf
2025-02-05,"+ 2 600,00 KZT",2600.0,KZT,Replenishment,,Рауан Ж.,Kaspi Bank,kaspi_ru.pdf
2025-02-05,"- 590,00 KZT",-590.0,KZT,Purchases,Magnum Cash&Carry,Magnum Cash&Carry,Kaspi Bank,kaspi_ru.pdf
2025-02-05,"- 110,00 KZT",-110.0,KZT,Purchases,Avtobys. Оплата проезда по QR,Avtobys. Оплата проезда по QR,Kaspi Bank,kaspi_ru.pdf
2025-02-05,"- 180,00 KZT",-180.0,KZT,Purchases,Burabay,Burabay,Kaspi Bank,kaspi_ru.pdf
2025-02-05,"- 140,00 KZT",-140.0,KZT,Purchases,ип абилтаева,ип абилтаева,Kaspi Bank,kaspi_ru.pdf
2025-02-06,"- 165,00 KZT",-165.0,KZT,Purchases,Magnum Cash&Carry,Magnum Cash&Carry,Kaspi Bank,kaspi_ru.pdf
2025-02-06,"- 167 000,00 KZT",-167000.0,KZT,Withdrawal,Банкомат Aruzhan,Банкомат Aruzhan,Kaspi Bank,kaspi_ru.pdf
2025-02-06,"+ 2 000,00 KZT",2000.0,KZT,Replenishment,,Шахизада Б.,Kaspi Bank,kaspi_ru.pdf
